##################################################
#area [0, MAX_X] x [0, MAX_Y]
565	218
234	377
209	356
529	999
760	529
35	334
494	624
567	846
841	22
691	881
380	298
394	53
696	215
51	878
375	489
735	630
398	659
7	607
14	536
296	465
756	21
799	249
645	365
786	485
78	476
55	458
775	449
511	160
354	252
37	730
432	462
49	830
121	56
126	826
283	422
290	38
443	780
978	87
835	763
262	913
930	317
371	394
456	572
554	811
825	281
230	256
744	970
776	555
26	902
380	1000
324	361
37	457
140	705
545	975
158	497
578	87
505	949
171	651
210	725
151	725
5	71
671	749
41	446
994	67
38	374
66	362
425	794
509	565
188	744
229	346
241	807
123	746
445	294
86	346
709	238
70	715
309	432
153	350
568	147
107	606
211	173
658	636
657	167
891	846
911	810
882	842
617	696
277	752
680	364
97	389
602	859
794	601
290	947
952	548
784	58
154	995
923	502
320	579
359	901
424	270
711	997
802	17
692	79
769	371
443	867
760	735
725	553
335	705
190	977
252	974
35	96
659	648
599	669
226	648
570	341
918	971
337	410
988	719
489	446
89	622
312	540
46	727
783	381
431	663
48	374
327	774
470	986
421	759
654	647
407	914
678	14
574	705
424	561
423	603
7	203
224	9
743	270
737	215
342	858
569	80
231	896
854	392
881	274
150	224
611	247
829	289
953	402
994	376
654	417
670	351
310	584
360	743
545	787
958	887
645	526
657	876
421	510
267	992
784	108
907	84
355	735
373	307
136	57
374	480
164	43
831	474
317	191
216	862
668	864
438	312
80	94
188	501
604	145
183	77
253	89
162	299
824	225
296	650
282	360
130	136
93	651
610	411
842	516
272	200
380	711
512	460
805	390
651	99
536	524
176	479
613	28
468	126
254	765
777	226
124	597
363	218
247	663
629	780
870	901
980	249
301	491
399	106
572	740
205	107
264	71
276	877
791	745
3	44
509	470
961	323
66	13
541	3
367	860
783	236
451	762
175	752
944	574
858	515
313	753
312	577
515	588
454	305
22	147
39	221
617	1000
545	373
704	776
376	70
326	850
997	777
611	171
528	244
745	76
449	748
519	451
15	33
730	159
338	752
306	377
974	613
67	208
986	461
984	51
221	309
901	217
776	202
388	304
136	823
70	586
260	589
36	275
623	766
434	651
208	430
28	181
42	786
389	718
246	62
770	467
62	670
684	838
562	762
832	699
274	902
284	224
181	10
500	804
467	624
454	675
54	172
546	96
958	625
505	203
687	274
360	439
634	734
968	887
495	799
585	459
391	559
684	572
569	874
375	726
187	519
400	241
382	636
28	339
260	533
233	638
497	283
76	821
17	43
707	512
533	291
662	924
540	35
185	800
599	250
525	786
769	616
27	150
251	746
180	512
969	103
149	465
386	916
976	403
960	683
606	182
664	958
796	204
993	981
3	591
230	218
66	689
834	784
840	85
529	710
597	497
503	746
652	889
661	318
983	310
691	278
182	354
235	978
248	227
958	942
508	187
160	264
877	994
48	406
78	577
806	365
765	308
801	106
887	152
114	869
462	805
146	335
850	71
312	97
989	961
730	496
838	890
761	404
573	499
810	342
766	305
707	530
303	508
327	190
660	441
749	812
937	586
837	786
657	149
573	646
800	302
832	637
882	282
41	455
781	541
487	547
537	884
767	840
391	784
29	741
225	779
243	161
54	770
637	711
609	209
46	408
512	879
45	393
851	777
538	632
317	24
869	854
909	635
384	990
419	413
421	334
882	354
185	936
123	822
337	733
30	383
831	232
952	876
316	803
342	854
124	350
569	993
894	167
317	277
847	426
691	267
450	262
311	635
889	125
146	916
548	868
989	378
99	941
945	415
433	286
960	557
636	528
239	530
695	246
807	541
673	187
499	122
140	500
448	28
625	594
634	172
151	622
551	251
252	185
356	685
471	315
932	107
533	861
327	227
107	133
459	780
11	648
592	151
147	39
870	463
324	503
325	475
124	876
416	377
751	463
752	222
778	684
19	311
544	346
228	341
169	377
120	180
24	403
21	863
442	891
325	456
83	650
622	208
216	728
275	967
190	717
879	969
90	898
970	325
243	197
666	413
265	477
283	289
880	305
842	11
195	857
468	279
507	780
177	413
507	142
69	388
859	949
46	640
846	15
965	780
903	630
192	858
106	475
147	986
780	679
998	666
536	155
635	733
625	812
145	822
644	905
209	192
853	255
832	389
961	796
168	554
426	360
411	222
525	248
208	996
928	896
661	153
741	295
886	365
797	30
186	130
935	86
322	478
31	154
867	683
950	34
#end of instance
